time, low pass gyro, kalman gyro
2, 0.1649175, 0.0001
24, 0.16483504125, 9.611613876319758e-05
44, 0.164752623729375, 9.434033410171033e-05
64, 0.1646702474175104, 9.259257941740367e-05
85, 0.1645879122938016, 9.090909114863978e-05
106, 0.1645056183376547, 8.928571428143661e-05
128, 0.1644233655284859, 8.771929824568906e-05
148, 0.1643411538457217, 8.620689655172283e-05
170, 0.1642589832687988, 8.474576271186441e-05
190, 0.1641768537771644, 8.333333333333332e-05
212, 0.1640947653502759, 8.196721311475409e-05
232, 1.163512717967601, 0.01620967741935484
253, 1.162930961608617, 0.0156963645673323
277, 1.162349496127813, 0.01545910938300051
297, 2.161268321379749, 0.0306095233171846
317, 2.160187687219059, 0.0299161727236324
338, 4.158107593375449, 0.05933074007241977
360, 4.156028539578761, 0.0580256453940184
381, 2.154950525308972, 0.02821808527561951
402, 4.152873050046318, 0.05681220540703565
424, 2.151796613521295, 0.02744027074879427
444, -0.8477792847854658, -0.01419958122518865
464, -0.8473553951430732, -0.0134346708812379
484, 1.152068282554498, 0.01376355627070166
504, 0.151992248413221, -0.0001159465160417879
526, -0.8475837477109856, -0.01308970245812226
547, -3.84565995583713, -0.05171226633854796
567, -4.843237125859211, -0.06337465126405793
587, -4.840815507296282, -0.06242482590090938
607, -0.8403950995426337, -0.01165639853699813
629, 0.1595250980071376, 0.0002064061547777547
650, 2.158445335458134, 0.02444945514927176
670, 1.157866112790405, 0.01181459663205403
691, 2.15678717973401, 0.02372911481347383
711, 4.154708786144143, 0.04683918128230648
732, 4.152631431751071, 0.04602580979357101
752, 4.150555116035195, 0.04550611873265878
772, 2.149479838477177, 0.02226762900604215
794, 4.147405098557939, 0.04475044032781772
815, 1.14683139600866, 0.01067006377163848
837, -2.851742019689344, -0.0330287308595174
860, 1.1476838513205, 0.01128351821646155
880, 0.1476100093948402, -6.698032677822146e-05
902, -0.8519637956098572, -0.01058382187481236
923, -3.850037813712052, -0.04194066301721922
944, -7.846112794805197, -0.08284381984795662
967, -3.844189738407794, -0.04033097007029599
988, -3.84226764353859, -0.0403532396279383
1009, -9.83734650971682, -0.1005514721208475
1031, -10.83192783646196, -0.1089439802282865
1052, -7.828011872543731, -0.07807926752249226
1073, -9.823097866607458, -0.09722422772085309
1094, -4.820686317674156, -0.04755074517156608
1115, -7.816775974515318, -0.07641731453018381
1138, -3.814867586528061, -0.03731937722425468
1158, -4.812460152734797, -0.04677012267668046
1178, 1.186946077341571, 0.009830068154093475
1200, -0.8126473956970999, -0.009303549436871586
1219, -0.8122410719992514, -0.009042661965750758
1241, -2.810834951463251, -0.02714464969522379
1263, 0.1890704660124799, 0.0002900009391052104
1284, -3.809024069220526, -0.03567182996333984
1308, -6.805619557185916, -0.06158657988654444
1328, -3.803716747407323, -0.0345032383537355
1350, -2.802314889033619, -0.02574306871301864
1369, -3.800413731589103, -0.03421735735367339
1390, -2.799013524723308, -0.0253054661469919
1412, -4.796614017960946, -0.04211569321025658
1434, -6.793215710951966, -0.05842724314208732
1457, -10.78781910309649, -0.09113775616709329
1480, -3.785925193544942, -0.03226297997658051
1502, 0.2139677690518309, 0.0003057729695953288
1524, -2.784639214832695, -0.02435174625498406
1544, -3.782746895225279, -0.03202102905918156
1568, -6.779355521777666, -0.05570350918688142
1590, -4.776965844016777, -0.03920044833978667
1610, -4.774577361094769, -0.03902173125291758
1630, -2.773190072414221, -0.02309327264584643
1650, -6.769803477378014, -0.05404548577406323
1671, -4.767418575639325, -0.03800704426566168
1693, 0.2324651336484945, 0.0003285916473597194
1713, 0.2323489010816703, 3.567860826948167e-05
1733, -4.76526727336887, -0.0375563744347398
1758, -3.763384639732186, -0.02953288083268881
1781, -0.76300294741232, -0.007151331894329451
1803, -2.761621445938614, -0.02196920316962232
1824, -4.759240635215645, -0.03629922651185765
1847, 1.240138985101963, 0.007545911035233502
1867, -0.7594810843905877, -0.007212299850008462
1889, -3.757601343848392, -0.02848394092090694
1910, 0.2422774568235319, 0.000237728051110789
1932, 0.2421563180951201, 3.378685170279588e-05
1952, -0.7574647600639274, -0.006958031997091592
1972, -0.7570860276838954, -0.006861159742832945
1992, -0.7567074846700534, -0.006814511158861691
2013, 1.242670869072282, 0.006930472561078651
2033, 1.242049533637746, 0.006789821591933771
2054, 1.241428508870927, 0.006744893189280466
2075, 1.240807794616491, 0.00669992544023157
2096, 1.240187390719183, 0.006655557544044992
2117, 0.2400672970238233, -1.074320669345471e-05
2137, -3.758052736624689, -0.02628260621191136
2158, -3.756173710256376, -0.02593911437288398
2178, -4.753795623401248, -0.03226641692135427
2198, -4.751418725589548, -0.03201742655191086
2218, -9.746543016226752, -0.06386506612425372
2239, -12.74016974471864, -0.08236371262798537
2260, -7.73629965984628, -0.05007977493821683
2281, 26.25056848998364, 0.1638686252862129
2302, 11.24494320573865, 0.06775726763284171
2323, 1.244320734135782, 0.0058215775302308
2344, 9.239698573768715, 0.05555067579240985
2367, 11.23407872448183, 0.06717472508224004
2388, 9.229461685119588, 0.05449912164490484
2408, 6.226346954277029, 0.03606382646157562
2430, 2.225233780799891, 0.01186124383475138
2451, 2.224121163909491, 0.01193514297393519
2471, 2.223009103327536, 0.0118636595068204
2491, 2.221897598775872, 0.01179388226270972
2512, 2.220786649976485, 0.01172491590315358
2534, 4.218676256651496, 0.02335265787053541
2554, 1.218066918523171, 0.005707421987764808
2577, -0.781542114936091, -0.005784267931909385
2598, 1.217848656121377, 0.005809271090034562
2619, 1.217239731793316, 0.005709825511669427
2639, 0.2171311119274197, -3.870761835784082e-06
2660, 0.217022546371456, 2.843095962002755e-05
2680, 2.21591403509827, 0.01126404391925815
2702, 2.214806078080721, 0.01113834662552169
2723, 2.213698675041681, 0.01107716436852985
2745, 2.21259182570416, 0.01101630173154281
2764, 4.210485529791308, 0.02194511715702116
2785, 4.208380287026412, 0.02176547735175111
2807, 5.205776096882899, 0.0270829448100686
2827, 1.205173208834458, 0.005286185022178245
2849, 0.2050706222300403, -1.393322554576437e-06
2873, 0.2049680869189253, 2.688917135285928e-05
2893, 1.204365602875466, 0.005345743876577456
2915, 1.203763420074028, 0.005289316676550811
2939, 5.201161538363992, 0.02631440599131529
2958, 4.199060957594809, 0.0208309524073202
2981, 5.196461427116012, 0.02595935013334975
3002, 1.195863196402454, 0.005072884412089725
3023, 0.1957652648042525, -2.421529708166459e-07
3043, 2.194667382171851, 0.01028218469409665
3065, 0.1945700484807645, -2.681910034926341e-05
3085, 0.1944727634565242, 2.564634164685735e-05
3107, 1.193875527074796, 0.005075756234186936
3127, -0.8057214106887415, -0.005025379415622786
3148, 1.193681450016603, 0.005050252525218818
3172, 2.192584609291595, 0.009950123121765081
3193, 0.1924883169869488, -2.438241336571553e-05
3213, -0.8071079271715448, -0.004901235788726044
3235, -0.8067043732079588, -0.004853304576810795
3257, 0.1931989789786451, 4.818446039381642e-05
3278, 0.1931023794891558, 2.415633875489623e-05
3298, 4.191005828299411, 0.01934782664495607
3320, 2.189910325385262, 0.009546520807425079
3341, 5.187315370222569, 0.02390180630456515
3361, 6.184221712537457, 0.02848153389114482
3382, 6.181129601681189, 0.02832484490821169
3403, 9.176539036880348, 0.04234291911214271
3423, 1.175950767361908, 0.004519627538936703
3444, -21.81313720802177, -0.1028013838942081
3464, -12.80673063941776, -0.0599636058214875
3487, 1.192672725901947, 0.004930494729793709
3507, 0.1925763895389961, 4.269742781310575e-07
3527, -6.804019898655773, -0.0320870522270625
3548, -6.800617888706445, -0.0317940183196033
3568, -3.798717579762092, -0.01801446886650077
3588, -0.7983182209722112, -0.004420646171315711
3609, 0.2015809381382749, 4.25372549806525e-05
3629, 4.199480147669206, 0.0179595515034419
3650, 0.1993804075953712, -5.775504454811708e-05
3670, 0.1992807173915735, 2.25781176583091e-05
3690, 1.198681077032878, 0.004446901080108691
3711, -2.799918263505639, -0.01321332500963129
3731, -3.798018304373886, -0.01746388003753794
3753, -3.796119295221699, -0.01736905759885546
3776, -2.794721235574088, -0.01294612655800004
3797, -6.791323874956301, -0.0302252473346821
3817, -4.788928213018822, -0.02139979787777446
3837, -7.785033748912314, -0.03422136759827507
3859, -4.782641232037857, -0.02119981697937718
3879, -3.780749911421838, -0.01690969708723088
3899, -2.779359536466127, -0.01261893655219079
3921, -3.777469856697894, -0.01680320623209761
3942, -6.774081121769545, -0.02932006595261132
3963, -6.770694081208661, -0.02914501642528883
3983, -2.769308734168056, -0.01235764192946925
4004, -2.767924079800972, -0.01237602292422074
4027, -3.766040117761072, -0.01645703814127196
4046, -2.764657097702191, -0.01225729341852553
